PC_Time,ESP_ms,Thrust_g,TorquePush_Nm,TorquePull_Nm,Throttle_PWM,Push_g,Pull_g,Volts,Amps,RPM
22:37:22.985063,4104599,-1.38,0.0000,0.0005,1000,0.40,-0.77,30.30,0.038,0
22:37:23.028591,4104619,-1.38,0.0000,0.0005,1000,0.40,-0.77,30.29,0.038,0
22:37:23.051759,4104639,-0.91,0.0000,0.0005,1000,0.40,-0.77,30.30,0.058,0
22:37:23.085043,4104659,-0.91,0.0000,0.0004,1000,0.18,-0.69,30.29,0.030,0
22:37:23.112978,4104719,-0.65,0.0000,0.0004,1000,0.18,-0.69,30.30,0.064,0
22:37:23.124798,4104739,-0.65,0.0000,0.0004,1000,0.18,-0.69,30.30,0.045,0
22:37:23.145046,4104759,-0.65,0.0000,0.0000,1000,0.05,-0.32,30.30,0.050,0
22:37:23.199738,4104779,-0.65,0.0000,0.0000,1000,0.05,-0.32,30.30,0.055,0
22:37:23.216412,4104799,-0.65,0.0000,0.0000,1000,0.05,-0.32,30.30,0.034,0
22:37:23.244705,4104819,-0.23,0.0000,0.0000,1000,0.05,-0.32,30.29,0.059,0
22:37:23.274111,4104879,-0.23,0.0003,0.0000,1000,0.51,-0.18,30.30,0.036,0
22:37:23.284768,4104899,-0.23,0.0003,0.0000,1000,0.51,-0.18,30.30,0.050,0
22:37:23.307116,4104919,-0.11,0.0003,0.0000,1000,0.51,-0.18,30.30,0.042,0
22:37:23.366517,4104939,-0.11,0.0004,-17.1189,1000,0.59,27621.64,30.30,0.053,0
22:37:23.439660,4105019,-0.98,0.0004,-17.1189,1000,0.59,27621.64,30.29,0.053,0
22:37:23.445337,4105039,-0.98,0.0000,0.0000,1000,0.13,0.10,30.30,0.039,0
22:37:23.446323,4105059,-0.98,0.0000,0.0000,1000,0.13,0.10,30.29,0.050,0
22:37:23.464931,4105079,-0.98,0.0000,0.0000,1000,0.13,0.10,30.30,0.048,0
22:37:23.485291,4105099,-1.57,0.0000,0.0000,1000,0.13,0.10,30.30,0.047,0
22:37:23.526479,4105119,-1.57,0.0000,0.0000,1000,-0.14,-0.44,30.29,0.047,0
22:37:23.573015,4105159,-1.57,0.0000,0.0000,1000,-0.14,-0.44,30.29,0.053,0
22:37:23.620324,4105179,-0.75,0.0000,0.0000,1000,-0.14,-0.44,30.30,0.050,0
