PC_Time,ESP_ms,Thrust_g,TorquePush_Nm,TorquePull_Nm,Throttle_PWM,Push_g,Pull_g,Volts,Amps,RPM
22:23:59.280973,3300858,-0.62,0.0000,0.0000,1000,0.08,-0.06,31.92,0.034,0
22:23:59.362051,3300958,-0.53,0.0000,0.0000,1000,-0.01,0.13,31.93,0.039,0
22:23:59.366438,3300978,-0.41,0.0000,0.0000,1000,-0.04,-0.03,31.92,0.050,0
22:23:59.386552,3300998,-0.41,0.0000,0.0000,1000,-0.04,-0.03,31.92,0.045,0
22:23:59.406220,3301018,-0.41,0.0000,0.0000,1000,-0.04,-0.03,31.92,0.056,0
22:23:59.451910,3301038,-0.41,0.0000,0.0000,1000,-0.04,-0.03,31.92,0.042,0
22:23:59.471392,3301058,0.30,0.0000,0.0000,1000,-0.19,-0.03,31.92,0.047,0
22:23:59.507553,3301078,0.30,0.0000,0.0000,1000,-0.19,-0.19,31.93,0.036,0
22:23:59.537207,3301138,0.30,0.0000,0.0000,1000,-0.19,-0.19,31.92,0.050,0
22:23:59.546669,3301158,0.18,0.0000,0.0000,1000,0.03,-0.19,31.93,0.042,0
22:23:59.569908,3301178,0.18,0.0000,0.0000,1000,0.03,-0.06,31.93,0.031,0
22:23:59.610473,3301198,0.18,0.0000,0.0000,1000,0.03,-0.06,31.93,0.056,0
22:23:59.694720,3301298,-0.11,0.0000,0.0000,1000,-0.01,0.18,31.93,0.056,0
22:23:59.706578,3301318,-0.11,0.0000,0.0000,1000,-0.01,0.18,31.93,0.050,0
22:23:59.774233,3301338,-0.37,0.0000,0.0000,1000,-0.20,0.18,31.93,0.044,0
22:23:59.876791,3301478,-0.05,0.0000,-0.0004,1000,0.04,0.63,31.92,0.048,0
22:23:59.886119,3301498,-0.05,0.0000,-0.0004,1000,0.04,0.63,31.93,0.038,0
22:23:59.926709,3301518,-0.27,0.0000,-0.0004,1000,0.04,0.63,31.93,0.047,0
22:23:59.927654,3301538,-0.27,0.0000,-0.0004,1000,-0.12,0.63,31.93,0.048,0
22:23:59.985027,3301558,-0.27,0.0000,-0.0004,1000,-0.12,0.71,31.93,0.044,0
22:24:00.042009,3301638,-0.30,0.0000,0.0000,1000,0.38,0.38,31.93,0.044,0
22:24:00.046229,3301658,-0.30,0.0000,0.0000,1000,0.38,0.38,31.92,0.062,0
22:24:00.066427,3301678,-0.30,0.0000,0.0000,1000,0.38,0.38,31.93,0.058,0
22:24:00.113662,3301698,-0.30,0.0000,0.0000,1000,0.38,0.38,31.93,0.041,0
22:24:00.135043,3301718,0.07,0.0000,0.0000,1000,0.11,0.38,31.92,0.033,0
22:24:00.161356,3301738,0.07,0.0000,0.0000,1000,0.11,0.05,31.93,0.052,0
22:24:00.193416,3301778,0.07,0.0000,0.0000,1000,0.11,0.05,31.92,0.059,0
22:24:00.206119,3301798,-0.69,0.0000,0.0000,1000,0.11,0.05,31.92,0.041,0
22:24:00.207067,3301818,-0.69,0.0000,0.0000,1000,-0.40,0.05,31.92,0.034,0
22:24:00.273654,3301838,-0.69,0.0000,0.0000,1000,-0.40,0.37,31.92,0.044,0
22:24:00.364875,3301958,-0.22,0.0000,0.0000,1000,-0.12,-0.21,31.92,0.034,0
22:24:00.386607,3301978,0.23,0.0000,0.0000,1000,-0.12,-0.21,31.93,0.050,0
22:24:00.387518,3301998,0.23,0.0000,0.0000,1000,0.21,-0.21,31.93,0.042,0
22:24:00.406250,3302018,0.23,0.0000,0.0000,1000,0.21,0.36,31.93,0.047,0
22:24:00.457986,3302038,0.23,0.0000,0.0000,1000,0.21,0.36,31.92,0.041,0
22:24:00.496339,3302078,-0.08,0.0000,0.0000,1000,0.21,0.36,31.93,0.041,0
22:24:00.522954,3302098,-0.08,0.0000,0.0000,1000,0.16,0.36,31.92,0.028,0
22:24:00.535227,3302138,-0.08,0.0000,-0.0003,1000,0.16,0.53,31.93,0.038,0
22:24:00.546584,3302158,-0.08,0.0000,-0.0003,1000,0.16,0.53,31.93,0.031,0
22:24:00.568137,3302178,0.16,0.0000,-0.0003,1000,-0.05,0.53,31.92,0.039,0
22:24:00.611488,3302198,0.16,0.0000,-0.0003,1000,-0.05,0.53,31.93,0.047,0
22:24:00.640914,3302218,0.16,0.0000,0.0000,1000,-0.05,0.42,31.93,0.047,0
22:24:00.676330,3302258,-0.00,0.0000,0.0000,1000,-0.05,0.42,31.92,0.053,0
22:24:00.707610,3302278,-0.00,0.0000,0.0000,1000,0.14,0.42,31.93,0.047,0
22:24:00.710007,3302318,-0.00,0.0000,0.0000,1000,0.14,0.42,31.93,0.028,0
22:24:00.726037,3302338,-0.00,0.0000,0.0000,1000,0.14,0.42,31.93,0.042,0
22:24:00.746777,3302358,0.07,0.0000,0.0000,1000,0.14,0.42,31.93,0.047,0
22:24:00.803366,3302378,0.07,0.0000,0.0000,1000,0.38,0.42,31.93,0.050,0
22:24:00.869355,3302478,0.77,0.0000,0.0000,1000,-0.22,0.39,31.92,0.038,0
22:24:00.906099,3302498,0.77,0.0000,0.0000,1000,-0.22,0.30,31.92,0.047,0
22:24:00.906981,3302518,0.77,0.0000,0.0000,1000,-0.22,0.30,31.93,0.047,0
22:24:00.960862,3302538,0.35,0.0000,0.0000,1000,-0.22,0.30,31.93,0.048,0
22:24:01.030524,3302618,0.35,0.0000,0.0000,1000,-0.24,0.15,31.93,0.045,0
22:24:01.046855,3302638,-0.38,0.0000,0.0000,1000,-0.24,0.15,31.93,0.048,0
22:24:01.047769,3302658,-0.38,0.0000,0.0000,1000,0.10,0.15,31.93,0.053,0
22:24:01.066635,3302678,-0.38,0.0000,0.0000,1000,0.10,-0.24,31.92,0.041,0
22:24:01.109828,3302698,-0.38,0.0000,0.0000,1000,0.10,-0.24,31.93,0.055,0
22:24:01.177388,3302758,0.03,0.0000,0.0000,1000,-0.12,-0.24,31.93,0.028,0
22:24:01.194474,3302778,0.03,0.0000,0.0000,1000,-0.12,-0.48,31.92,0.044,0
22:24:01.195745,3302798,0.03,0.0000,0.0000,1000,-0.12,-0.48,31.93,0.038,0
22:24:01.227507,3302818,-0.41,0.0000,0.0000,1000,-0.12,-0.48,31.92,0.052,0
22:24:01.228586,3302838,-0.41,0.0000,0.0000,1000,-0.09,-0.48,31.92,0.042,0
22:24:01.272440,3302858,-0.41,0.0000,0.0000,1000,-0.09,-0.48,31.92,0.042,0
22:24:01.364029,3302958,-0.65,0.0004,0.0000,1000,0.57,-0.21,31.92,0.039,0
22:24:01.366048,3302978,-0.65,0.0004,0.0000,1000,0.57,-0.21,31.93,0.062,0
22:24:01.386112,3302998,0.15,0.0004,0.0000,1000,0.57,-0.21,31.92,0.044,0
22:24:01.406620,3303018,0.15,0.0000,0.0000,1000,0.22,-0.21,31.93,0.053,0
22:24:01.447778,3303038,0.15,0.0000,0.0000,1000,0.22,-0.21,31.93,0.045,0
22:24:01.488709,3303078,0.15,0.0000,0.0000,1000,0.22,-0.22,31.92,0.042,0
22:24:01.522751,3303098,0.12,0.0000,0.0000,1000,0.22,-0.22,31.93,0.045,0
22:24:01.523705,3303118,0.12,0.0000,0.0000,1000,0.10,-0.22,31.93,0.034,0
22:24:01.525952,3303138,0.12,0.0000,0.0000,1000,0.10,-0.22,31.92,0.066,0
22:24:01.591139,3303158,0.12,0.0000,0.0000,1000,0.10,-0.08,31.93,0.053,0
22:24:01.690840,3303298,-0.14,0.0000,0.0000,1000,-0.39,0.13,31.92,0.048,0
22:24:01.706710,3303318,-0.14,0.0000,0.0000,1000,-0.39,0.13,31.93,0.050,0
22:24:01.774529,3303338,-0.14,0.0000,0.0000,1000,-0.39,0.03,31.93,0.050,0
22:24:01.855457,3303438,-0.75,0.0000,0.0000,1000,-0.16,-0.28,31.93,0.047,0
22:24:01.866521,3303458,-0.35,0.0000,0.0000,1000,-0.16,-0.28,31.92,0.038,0
22:24:01.867451,3303478,-0.35,0.0000,0.0000,1000,0.29,-0.28,31.93,0.041,0
22:24:01.887636,3303498,-0.35,0.0000,0.0000,1000,0.29,-0.28,31.92,0.047,0
22:24:01.931308,3303518,-0.35,0.0000,0.0000,1000,0.29,-0.05,31.92,0.027,0
22:24:01.950993,3303538,-0.35,0.0000,0.0000,1000,0.29,-0.05,31.93,0.058,0
22:24:01.982913,3303558,-0.65,0.0000,0.0000,1000,0.29,-0.05,31.93,0.053,0
22:24:02.018973,3303618,-0.65,0.0000,0.0000,1000,0.02,0.09,31.92,0.056,0
22:24:02.026166,3303638,-0.23,0.0000,0.0000,1000,0.02,0.09,31.93,0.053,0
22:24:02.046501,3303658,-0.23,0.0000,0.0000,1000,0.02,0.09,31.93,0.048,0
22:24:02.089527,3303678,-0.23,0.0000,0.0000,1000,-0.06,0.09,31.92,0.050,0
22:24:02.161097,3303738,0.49,0.0000,0.0000,1000,-0.06,-0.22,31.92,0.052,0
22:24:02.177426,3303758,0.49,0.0000,0.0000,1000,-0.27,-0.22,31.92,0.070,0
22:24:02.179597,3303778,0.49,0.0000,0.0000,1000,-0.27,-0.22,31.92,0.041,0
22:24:02.186588,3303798,0.49,0.0000,0.0000,1000,-0.27,-0.22,31.93,0.066,0
22:24:02.206325,3303818,0.39,0.0000,0.0000,1000,-0.27,-0.15,31.92,0.062,0
22:24:02.226516,3303838,0.39,0.0000,0.0000,1000,-0.27,-0.15,31.93,0.056,0
22:24:02.264713,3303858,0.39,0.0000,0.0000,1000,-0.36,-0.15,31.93,0.050,0
22:24:02.290640,3303878,0.39,0.0000,0.0000,1000,-0.36,-0.15,31.93,0.056,0
22:24:02.331305,3303898,0.39,0.0000,0.0000,1000,-0.36,-0.09,31.92,0.047,0
22:24:02.343019,3303938,-0.39,0.0000,0.0000,1000,-0.36,-0.09,31.92,0.044,0
22:24:02.346444,3303958,-0.39,0.0000,0.0000,1000,-0.12,-0.09,31.92,0.056,0
22:24:02.366041,3303978,-0.39,0.0000,0.0000,1000,-0.12,-0.09,31.93,0.020,0
22:24:02.428404,3303998,-0.39,0.0000,0.0000,1000,-0.12,0.07,31.92,0.036,0
22:24:02.507288,3304118,0.38,0.0000,0.0000,1000,0.25,0.12,31.93,0.044,0
22:24:02.526082,3304138,0.38,0.0000,0.0000,1000,0.11,0.12,31.93,0.044,0
22:24:02.547049,3304158,0.38,0.0000,0.0000,1000,0.11,0.12,31.93,0.044,0
22:24:02.611611,3304178,0.38,0.0000,0.0000,1000,0.11,-0.01,31.93,0.053,0
22:24:02.668888,3304278,0.30,0.0000,-0.0005,1000,0.04,0.87,31.93,0.053,0
22:24:02.686228,3304298,0.30,0.0000,-0.0005,1000,0.04,0.87,31.93,0.050,0
22:24:02.706460,3304318,0.30,0.0000,-0.0005,1000,-0.19,0.87,31.93,0.036,0
22:24:02.748849,3304338,0.30,0.0000,-0.0005,1000,-0.19,0.87,31.93,0.052,0
22:24:02.831105,3304438,0.46,0.0000,-0.0005,1000,-0.18,0.78,31.93,0.059,0
22:24:02.846599,3304458,0.46,0.0000,-0.0005,1000,-0.18,0.78,31.93,0.058,0
22:24:02.866373,3304478,0.99,0.0000,0.0000,1000,-0.18,0.34,31.93,0.050,0
22:24:02.910875,3304498,0.99,0.0000,0.0000,1000,-0.18,0.34,31.93,0.039,0
22:24:02.991735,3304598,0.75,0.0000,0.0000,1000,-0.04,-0.01,31.92,0.045,0
22:24:03.026541,3304618,0.75,0.0000,0.0000,1000,-0.04,-0.01,31.93,0.042,0
22:24:03.027444,3304638,0.75,0.0000,0.0000,1000,-0.04,-0.01,31.92,0.048,0
