PC_Time,ESP_ms,Thrust_g,TorquePush_Nm,TorquePull_Nm,Throttle_PWM,Push_g,Pull_g,Volts,Amps,RPM
22:59:23.796890,5425370,0.47,0.0000,0.0000,1000,0.18,0.01,32.84,0.059,0
22:59:23.867433,5425470,0.73,0.0004,0.0000,1000,0.60,0.30,32.84,0.041,0
22:59:23.872533,5425490,0.73,0.0004,0.0000,1000,0.60,0.30,32.84,0.034,0
22:59:23.892930,5425510,0.73,0.0004,0.0000,1000,0.60,0.30,32.84,0.025,0
22:59:23.921223,5425530,-0.09,0.0000,0.0000,1000,0.44,0.30,32.84,0.045,0
22:59:23.950950,5425550,-0.09,0.0000,0.0000,1000,0.44,0.36,32.84,0.055,0
22:59:23.972946,5425570,-0.09,0.0000,0.0000,1000,0.44,0.36,32.84,0.055,0
22:59:24.000170,5425590,-0.09,0.0000,0.0000,1000,0.44,0.36,32.84,0.036,0
22:59:24.025152,5425610,-0.99,0.0000,0.0000,1000,0.30,0.36,32.84,0.033,0
22:59:24.026190,5425630,-0.99,0.0000,0.0000,1000,0.30,0.36,32.84,0.039,0
22:59:24.032505,5425650,-0.99,0.0000,0.0000,1000,0.30,0.31,32.84,0.025,0
22:59:24.052621,5425670,-0.99,0.0000,0.0000,1000,0.30,0.31,32.84,0.056,0
22:59:24.096907,5425690,-0.99,0.0000,0.0000,1000,0.30,0.31,32.84,0.056,0
22:59:24.138417,5425710,-0.70,0.0000,0.0000,1000,0.08,0.31,32.84,0.045,0
22:59:24.188691,5425790,-0.49,0.0000,0.0000,1000,0.08,-0.06,32.84,0.047,0
22:59:24.192717,5425810,-0.49,0.0000,0.0000,1000,0.10,-0.06,32.84,0.034,0
22:59:24.212440,5425830,-0.49,0.0000,0.0000,1000,0.10,-0.06,32.84,0.055,0
22:59:24.233045,5425850,-0.49,0.0000,0.0000,1000,0.10,0.15,32.84,0.052,0
22:59:24.277219,5425870,-0.49,0.0000,0.0000,1000,0.10,0.15,32.84,0.067,0
22:59:24.312182,5425890,-0.68,0.0000,0.0000,1000,0.06,0.15,32.84,0.056,0
22:59:24.346902,5425950,-0.68,0.0000,0.0000,1000,0.06,0.50,32.84,0.050,0
22:59:24.352590,5425970,-0.68,0.0000,0.0000,1000,0.06,0.50,32.84,0.028,0
22:59:24.372249,5425990,-0.39,0.0000,0.0000,1000,-0.07,0.50,32.84,0.042,0
22:59:24.392693,5426010,-0.39,0.0000,0.0000,1000,-0.07,0.50,32.84,0.038,0
22:59:24.434760,5426030,-0.39,0.0000,0.0000,1000,-0.07,0.46,32.84,0.034,0
22:59:24.512787,5426110,0.08,0.0000,0.0000,1000,-0.05,0.46,32.84,0.052,0
22:59:24.533413,5426130,0.08,0.0000,0.0000,1000,-0.05,-0.19,32.84,0.038,0
22:59:24.534291,5426150,0.08,0.0000,0.0000,1000,-0.05,-0.19,32.84,0.047,0
22:59:24.595632,5426170,-0.45,0.0000,0.0000,1000,-0.13,-0.19,32.84,0.038,0
22:59:24.673739,5426290,-0.45,0.0000,0.0006,1000,-0.26,-0.90,32.84,0.039,0
