PC_Time,ESP_ms,Thrust_g,TorquePush_Nm,TorquePull_Nm,Throttle_PWM,Push_g,Pull_g,Volts,Amps,RPM
22:12:34.266718,2615876,1.08,0.0000,0.0000,1000,-0.23,0.32,29.64,0.047,0
22:12:34.286271,2615896,1.08,-0.0004,0.0000,1000,-0.60,0.32,29.64,0.055,0
22:12:34.352637,2615916,0.92,-0.0004,0.0000,1000,-0.60,0.32,29.64,0.047,0
22:12:34.395278,2615996,0.61,0.0000,0.0000,1000,-0.33,0.09,29.64,0.073,0
22:12:34.406383,2616016,0.61,0.0000,0.0000,1000,-0.33,0.09,29.64,0.039,0
22:12:34.426313,2616036,0.61,0.0000,0.0000,1000,-0.33,0.09,29.64,0.056,0
22:12:34.466732,2616056,0.61,0.0000,0.0000,1000,-0.33,-0.05,29.64,0.042,0
22:12:34.467642,2616076,0.61,0.0000,0.0000,1000,-0.33,-0.05,29.64,0.030,0
22:12:34.505076,2616096,1.26,0.0000,0.0000,1000,-0.03,-0.05,29.64,0.052,0
22:12:34.516638,2616116,1.26,0.0000,0.0000,1000,-0.03,-0.05,29.64,0.058,0
22:12:34.546280,2616136,1.26,0.0000,0.0000,1000,-0.03,0.38,29.64,0.047,0
22:12:34.564685,2616156,1.26,0.0000,0.0000,1000,-0.03,0.38,29.64,0.047,0
22:12:34.604142,2616176,1.26,0.0000,0.0000,1000,-0.36,0.38,29.64,0.025,0
22:12:34.614621,2616216,1.07,0.0000,0.0000,1000,-0.36,0.38,29.64,0.052,0
22:12:34.646488,2616236,1.07,0.0000,0.0000,1000,-0.36,0.24,29.64,0.055,0
22:12:34.647531,2616256,1.07,0.0000,0.0000,1000,-0.36,0.24,29.64,0.045,0
22:12:34.704165,2616276,-0.09,0.0000,0.0000,1000,-0.23,0.24,29.64,0.056,0
22:12:34.783625,2616376,0.83,0.0000,0.0000,1000,-0.01,0.03,29.64,0.067,0
22:12:34.786236,2616396,0.83,0.0000,0.0000,1000,-0.01,0.03,29.64,0.041,0
22:12:34.806443,2616416,0.83,0.0000,0.0000,1000,-0.01,0.11,29.64,0.047,0
22:12:34.826371,2616436,0.83,0.0000,0.0000,1000,-0.01,0.11,29.64,0.047,0
