PC_Time,ESP_ms,Thrust_g,TorquePush_Nm,TorquePull_Nm,Throttle_PWM,Push_g,Pull_g,Volts,Amps,RPM
21:41:18.987868,740593,-0.20,0.0000,0.0000,1000,-0.49,0.03,31.84,0.052,0
21:41:19.046319,740613,-0.20,0.0000,0.0004,1000,-0.12,-0.63,31.85,0.042,0
21:41:19.113332,740713,-0.76,-0.0003,0.0003,1000,-0.53,-0.54,31.84,0.039,0
21:41:19.127783,740733,-0.54,-0.0003,0.0003,1000,-0.53,-0.54,31.84,0.052,0
21:41:19.147528,740753,-0.54,-0.0003,0.0003,1000,-0.53,-0.54,31.84,0.033,0
21:41:19.202114,740773,-0.54,-0.0003,0.0003,1000,-0.53,-0.54,31.84,0.038,0
21:41:19.286052,740873,-0.12,-0.0004,0.0000,1000,-0.59,-0.12,31.84,0.050,0
21:41:19.307730,740893,-0.12,0.0000,0.0000,1000,-0.18,-0.35,31.85,0.031,0
21:41:19.308685,740913,0.19,0.0000,0.0000,1000,-0.18,-0.35,31.84,0.047,0
21:41:19.327408,740933,0.19,0.0000,0.0000,1000,-0.18,-0.35,31.85,0.064,0
21:41:19.368291,740953,0.19,0.0000,0.0000,1000,-0.18,-0.35,31.84,0.047,0
21:41:19.411371,740973,0.19,0.0000,0.0000,1000,-0.18,-0.44,31.84,0.031,0
21:41:19.452017,741053,-0.27,0.0000,0.0000,1000,0.31,-0.44,31.84,0.048,0
21:41:19.467597,741073,-0.27,0.0000,0.0000,1000,0.13,-0.19,31.84,0.048,0
21:41:19.534849,741093,-0.37,0.0000,0.0000,1000,0.13,-0.19,31.84,0.036,0
21:41:19.631650,741233,-0.39,0.0000,0.0000,1000,0.04,-0.44,31.84,0.036,0
21:41:19.647545,741253,-0.39,0.0000,0.0000,1000,0.04,-0.44,31.85,0.059,0
21:41:19.669350,741273,-0.41,0.0000,0.0000,1000,0.14,-0.20,31.84,0.031,0
21:41:19.707176,741293,-0.41,0.0000,0.0000,1000,0.14,-0.20,31.84,0.036,0
21:41:19.805177,741393,0.12,0.0000,0.0000,1000,-0.10,-0.18,31.84,0.062,0
21:41:19.807473,741413,0.12,0.0000,0.0000,1000,-0.10,-0.18,31.85,0.023,0
21:41:19.827518,741433,0.12,0.0000,0.0000,1000,-0.10,-0.18,31.85,0.056,0
21:41:19.891353,741453,0.12,0.0000,0.0005,1000,-0.04,-0.77,31.84,0.048,0
21:41:19.978067,741573,-0.00,0.0000,0.0004,1000,-0.30,-0.73,31.84,0.045,0
21:41:19.987532,741593,-0.00,0.0000,0.0004,1000,-0.30,-0.73,31.84,0.044,0
21:41:20.007787,741613,-0.00,0.0000,0.0004,1000,-0.30,-0.73,31.84,0.041,0
21:41:20.027316,741633,-0.00,0.0000,0.0004,1000,-0.39,-0.60,31.84,0.052,0
21:41:20.074290,741653,-0.26,0.0000,0.0004,1000,-0.39,-0.60,31.84,0.056,0
21:41:20.155838,741753,-0.12,0.0000,0.0000,1000,-0.42,-0.11,31.85,0.061,0
21:41:20.167470,741773,-0.12,0.0000,0.0000,1000,-0.42,-0.11,31.85,0.048,0
21:41:20.187422,741793,-0.12,0.0000,0.0000,1000,-0.42,-0.11,31.84,0.030,0
21:41:20.219024,741813,-0.12,0.0000,0.0000,1000,-0.42,-0.11,31.84,0.050,0
21:41:20.245579,741833,0.72,0.0000,0.0000,1000,-0.37,-0.18,31.84,0.038,0
21:41:20.270222,741853,0.72,0.0000,0.0000,1000,-0.37,-0.18,31.84,0.061,0
21:41:20.322995,741913,0.72,0.0000,0.0000,1000,0.15,-0.13,31.84,0.045,0
21:41:20.327538,741933,0.22,0.0000,0.0000,1000,0.15,-0.13,31.84,0.050,0
21:41:20.347572,741953,0.22,0.0000,0.0000,1000,0.15,-0.13,31.84,0.045,0
21:41:20.367111,741973,0.22,0.0000,0.0000,1000,0.15,-0.13,31.84,0.044,0
21:41:20.409754,741993,0.22,0.0000,0.0000,1000,0.15,-0.13,31.84,0.056,0
21:41:20.495715,742093,-0.20,0.0000,0.0000,1000,0.17,0.01,31.84,0.041,0
21:41:20.527551,742113,-112628.23,0.0000,0.0000,1000,0.03,-0.09,31.85,0.047,0
21:41:20.528530,742133,-112628.23,0.0000,0.0000,1000,0.03,-0.09,31.85,0.047,0
21:41:20.547548,742153,-112628.23,0.0000,0.0000,1000,0.03,-0.09,31.85,0.050,0
21:41:20.590057,742173,-112628.23,0.0000,0.0000,1000,0.03,-0.09,31.85,0.069,0
21:41:20.600507,742193,-0.49,0.0000,0.0000,1000,0.10,-0.09,31.84,0.039,0
21:41:20.632387,742213,-0.49,0.0000,0.0000,1000,0.10,0.07,31.85,0.044,0
21:41:20.674540,742253,-0.49,0.0000,0.0000,1000,0.10,0.07,31.84,0.059,0
21:41:20.687457,742273,-0.49,0.0000,0.0000,1000,0.10,0.07,31.84,0.044,0
21:41:20.688445,742293,0.50,0.0000,0.0000,1000,-0.22,-0.26,31.85,0.036,0
21:41:20.707143,742313,0.50,0.0000,0.0000,1000,-0.22,-0.26,31.85,0.047,0
21:41:20.727606,742333,0.50,0.0000,0.0000,1000,-0.22,-0.26,31.85,0.038,0
21:41:20.774770,742353,0.50,0.0000,0.0000,1000,-0.22,-0.26,31.84,0.031,0
21:41:20.862276,742453,0.75,0.0000,0.0000,1000,0.00,-0.19,31.85,0.041,0
21:41:20.887977,742473,-0.12,0.0000,0.0000,1000,0.35,-0.19,31.85,0.041,0
21:41:20.888986,742493,-0.12,0.0000,0.0000,1000,0.35,-0.09,31.84,0.044,0
21:41:20.907293,742513,-0.12,0.0000,0.0000,1000,0.35,-0.09,31.84,0.041,0
21:41:20.946804,742533,-0.12,0.0000,0.0000,1000,0.35,-0.09,31.85,0.047,0
21:41:20.970996,742553,-0.12,0.0000,0.0000,1000,0.35,-0.09,31.84,0.033,0
21:41:21.007434,742573,-0.56,0.0000,0.0000,1000,0.35,-0.34,31.84,0.045,0
21:41:21.038539,742633,-0.56,0.0000,0.0000,1000,0.35,-0.34,31.84,0.047,0
21:41:21.047351,742653,-0.84,0.0000,0.0000,1000,-0.03,-0.34,31.84,0.056,0
21:41:21.088104,742673,-0.84,0.0000,0.0000,1000,-0.03,-0.46,31.85,0.047,0
21:41:21.089050,742693,-0.84,0.0000,0.0000,1000,-0.03,-0.46,31.85,0.053,0
21:41:21.122682,742713,-0.84,0.0000,0.0000,1000,-0.03,-0.46,31.84,0.053,0
21:41:21.142163,742733,-0.84,0.0000,0.0000,1000,-0.03,-0.46,31.84,0.039,0
21:41:21.169314,742753,-0.33,0.0000,0.0000,1000,-0.28,-0.46,31.84,0.038,0
21:41:21.209669,742813,-0.33,0.0000,0.0000,1000,-0.28,-0.48,31.84,0.052,0
21:41:21.227314,742833,-0.33,0.0000,0.0000,1000,-0.28,-0.48,31.84,0.039,0
21:41:21.247287,742853,0.47,0.0000,0.0000,1000,-0.01,-0.12,31.84,0.048,0
21:41:21.267324,742873,0.47,0.0000,0.0000,1000,-0.01,-0.12,31.84,0.055,0
21:41:21.316243,742893,0.47,0.0000,0.0000,1000,-0.01,-0.12,31.85,0.041,0
21:41:21.352275,742933,0.15,0.0000,0.0000,1000,0.49,-0.12,31.84,0.059,0
21:41:21.379755,742953,0.15,0.0000,0.0000,1000,0.49,-0.42,31.85,0.039,0
21:41:21.388433,742993,0.15,0.0000,0.0000,1000,0.49,-0.42,31.85,0.044,0
21:41:21.407178,743013,0.15,0.0000,0.0000,1000,0.49,-0.42,31.84,0.033,0
21:41:21.465077,743033,-0.81,0.0000,0.0000,1000,-0.27,-0.42,31.85,0.059,0
21:41:21.556659,743153,-0.30,0.0000,0.0004,1000,-0.26,-0.69,31.85,0.033,0
21:41:21.567209,743173,-0.30,0.0000,0.0004,1000,-0.26,-0.69,31.84,0.053,0
21:41:21.588117,743193,-0.30,0.0000,0.0004,1000,-0.26,-0.69,31.85,0.042,0
21:41:21.615685,743213,-1.04,0.0000,0.0004,1000,0.03,-0.69,31.84,0.053,0
21:41:21.662462,743233,-1.04,0.0000,0.0005,1000,0.03,-0.87,31.84,0.042,0
21:41:21.717474,743313,-0.69,0.0000,0.0005,1000,-0.18,-0.87,31.84,0.036,0
21:41:21.747188,743333,-0.69,0.0000,0.0004,1000,-0.18,-0.67,31.84,0.027,0
21:41:21.748121,743353,-0.69,0.0000,0.0004,1000,-0.18,-0.67,31.84,0.019,0
21:41:21.774931,743373,-0.69,0.0000,0.0004,1000,-0.18,-0.67,31.85,0.047,0
21:41:21.810772,743393,0.04,0.0000,0.0004,1000,-0.18,-0.67,31.85,0.058,0
21:41:21.845953,743413,0.04,0.0000,0.0004,1000,0.16,-0.67,31.84,0.044,0
21:41:21.875068,743473,0.04,0.0000,0.0005,1000,0.16,-0.79,31.85,0.047,0
21:41:21.887764,743493,-0.03,0.0000,0.0005,1000,0.23,-0.79,31.85,0.039,0
21:41:21.950007,743513,-0.03,0.0000,0.0003,1000,0.23,-0.56,31.84,0.034,0
21:41:22.038356,743633,0.26,0.0000,0.0000,1000,-0.03,-0.39,31.84,0.039,0
21:41:22.047143,743653,0.26,0.0000,0.0000,1000,-0.03,-0.39,31.84,0.052,0
21:41:22.067530,743673,0.43,0.0000,0.0000,1000,-0.03,-0.39,31.84,0.047,0
21:41:22.087549,743693,0.43,0.0000,0.0000,1000,0.12,-0.39,31.85,0.041,0
21:41:22.147499,743713,0.43,0.0000,0.0000,1000,0.12,0.16,31.84,0.047,0
21:41:22.195672,743793,0.16,0.0000,0.0000,1000,0.33,0.17,31.84,0.045,0
21:41:22.246398,743813,0.16,0.0000,0.0000,1000,0.33,0.17,31.85,0.048,0
21:41:22.254475,743833,0.16,0.0000,0.0000,1000,0.33,0.17,31.84,0.031,0
21:41:22.284035,743853,0.28,0.0000,0.0000,1000,0.33,0.17,31.85,0.041,0
21:41:22.364147,743933,0.28,0.0000,0.0000,1000,-0.04,-0.01,31.84,0.045,0
21:41:22.367548,743953,0.76,0.0000,0.0000,1000,-0.04,-0.01,31.85,0.048,0
21:41:22.368959,743973,0.76,0.0000,0.0000,1000,-0.02,-0.01,31.84,0.034,0
21:41:22.407560,743993,0.76,0.0000,0.0000,1000,-0.02,-0.48,31.84,0.038,0
21:41:22.408499,744013,0.76,0.0000,0.0000,1000,-0.02,-0.48,31.84,0.050,0
21:41:22.450922,744033,0.01,0.0000,0.0000,1000,-0.02,-0.48,31.84,0.034,0
21:41:22.465408,744053,0.01,0.0000,0.0000,1000,0.05,-0.48,31.85,0.061,0
21:41:22.486586,744073,0.01,0.0000,0.0000,1000,0.05,-0.48,31.85,0.031,0
21:41:22.504526,744093,0.01,0.0000,0.0000,1000,0.05,-0.39,31.85,0.042,0
21:41:22.517506,744113,0.01,0.0000,0.0000,1000,0.05,-0.39,31.84,0.047,0
21:41:22.547153,744133,-0.15,0.0000,0.0000,1000,0.05,-0.39,31.84,0.034,0
21:41:22.548411,744153,-0.15,0.0000,0.0000,1000,-0.21,-0.39,31.85,0.034,0
21:41:22.610941,744173,-0.15,0.0000,0.0000,1000,-0.21,-0.12,31.85,0.056,0
21:41:22.689471,744293,-0.07,0.0000,0.0000,1000,0.22,-0.21,31.84,0.058,0
