PC_Time,ESP_ms,Thrust_g,TorquePush_Nm,TorquePull_Nm,Throttle_PWM,Push_g,Pull_g,Volts,Amps,RPM
22:00:04.476190,1866064,-1.04,0.0000,0.0000,1000,0.10,-0.20,30.42,0.045,0
22:00:04.477123,1866084,-1.45,0.0000,0.0000,1000,0.10,-0.20,30.42,0.047,0
22:00:04.516052,1866104,-1.45,0.0000,0.0000,1000,0.10,-0.20,30.42,0.066,0
22:00:04.535218,1866124,-1.45,0.0000,0.0000,1000,0.10,-0.20,30.42,0.050,0
22:00:04.577231,1866144,-1.45,0.0000,0.0000,1000,0.10,0.16,30.42,0.064,0
22:00:04.588461,1866184,-1.67,0.0000,0.0000,1000,-0.09,0.16,30.42,0.056,0
22:00:04.596305,1866204,-1.67,0.0000,0.0000,1000,-0.09,0.16,30.42,0.061,0
22:00:04.615979,1866224,-1.67,0.0000,0.0000,1000,-0.09,0.16,30.42,0.044,0
22:00:04.635901,1866244,-1.67,0.0000,-0.0004,1000,-0.09,0.64,30.42,0.069,0
22:00:04.675081,1866264,-1.67,0.0000,-0.0004,1000,-0.06,0.64,30.42,0.059,0
22:00:04.715300,1866284,-0.95,0.0000,-0.0004,1000,-0.06,0.64,30.42,0.048,0
22:00:04.751095,1866344,-0.95,0.0000,0.0000,1000,-0.06,0.15,30.42,0.048,0
22:00:04.756151,1866364,-0.31,0.0000,0.0000,1000,-0.14,0.15,30.42,0.052,0
22:00:04.775918,1866384,-0.31,0.0000,0.0000,1000,-0.14,0.15,30.42,0.053,0
22:00:04.822205,1866404,-0.31,0.0000,0.0000,1000,-0.14,0.15,30.42,0.055,0
22:00:04.856964,1866424,-0.31,0.0000,0.0000,1000,-0.14,-0.06,30.42,0.034,0
22:00:04.872603,1866444,-0.31,0.0000,0.0000,1000,-0.01,-0.06,30.42,0.047,0
22:00:04.895718,1866464,-0.53,0.0000,0.0000,1000,-0.01,-0.06,30.42,0.041,0
22:00:04.908601,1866504,-0.53,0.0000,0.0000,1000,-0.01,-0.06,30.42,0.027,0
22:00:04.916394,1866524,-0.53,0.0000,0.0000,1000,-0.01,0.20,30.42,0.044,0
22:00:04.973490,1866544,0.11,0.0000,0.0000,1000,0.31,0.20,30.42,0.038,0
22:00:05.071210,1866664,-0.04,0.0003,-0.0004,1000,0.53,0.62,30.42,0.044,0
22:00:05.075885,1866684,-0.04,0.0003,-0.0004,1000,0.53,0.62,30.42,0.050,0
22:00:05.096389,1866704,-0.04,0.0003,-0.0004,1000,0.53,0.62,30.42,0.039,0
22:00:05.152121,1866724,-0.04,0.0000,-0.0005,1000,0.14,0.81,30.42,0.050,0
22:00:05.233945,1866824,-0.33,0.0000,0.0000,1000,0.04,0.11,30.42,0.036,0
22:00:05.236349,1866844,-0.33,0.0000,0.0000,1000,0.04,0.11,30.42,0.030,0
22:00:05.256366,1866864,-0.33,0.0000,0.0000,1000,0.04,0.11,30.42,0.039,0
22:00:05.275779,1866884,-0.33,0.0000,0.0000,1000,0.04,0.11,30.42,0.038,0
22:00:05.321917,1866904,-0.33,0.0000,0.0000,1000,0.04,-0.20,30.41,0.044,0
22:00:05.395858,1866984,-0.60,0.0000,0.0000,1000,-0.27,-0.20,30.42,0.058,0
22:00:05.416241,1867004,-1.07,0.0000,0.0000,1000,-0.11,-0.23,30.42,0.044,0
22:00:05.417185,1867024,-1.07,0.0000,0.0000,1000,-0.11,-0.23,30.42,0.047,0
22:00:05.436037,1867044,-1.07,0.0000,0.0000,1000,-0.11,-0.23,30.42,0.038,0
22:00:05.486237,1867064,-1.07,0.0000,0.0000,1000,-0.11,-0.23,30.42,0.044,0
22:00:05.517885,1867084,-1.07,0.0000,0.0000,1000,-0.11,-0.27,30.42,0.053,0
22:00:05.554660,1867144,-1.13,0.0000,0.0000,1000,-0.05,-0.27,30.42,0.045,0
22:00:05.555774,1867164,-1.13,0.0000,0.0000,1000,-0.05,-0.27,30.42,0.041,0
22:00:05.575897,1867184,-1.13,0.0000,0.0000,1000,-0.05,-0.20,30.42,0.059,0
22:00:05.635536,1867204,-0.84,0.0000,0.0000,1000,-0.43,-0.20,30.42,0.056,0
22:00:05.714000,1867304,0.01,-0.0004,0.0003,1000,-0.64,-0.55,30.42,0.038,0
22:00:05.716385,1867324,0.01,-0.0004,0.0003,1000,-0.64,-0.55,30.42,0.041,0
22:00:05.736427,1867344,0.01,-0.0004,0.0003,1000,-0.64,-0.55,30.42,0.058,0
22:00:05.786170,1867364,0.01,-0.0004,0.0003,1000,-0.64,-0.55,30.42,0.056,0
22:00:05.818928,1867384,0.05,-0.0005,0.0003,1000,-0.79,-0.55,30.42,0.038,0
22:00:05.873605,1867464,-0.64,-0.0005,0.0000,1000,-0.79,-0.30,30.42,0.061,0
22:00:05.896261,1867484,-0.64,0.0000,0.0000,1000,-0.26,-0.30,30.42,0.055,0
22:00:05.897198,1867504,-0.64,0.0000,0.0000,1000,-0.26,-0.30,30.42,0.052,0
22:00:05.934568,1867524,-0.64,0.0000,0.0000,1000,-0.26,-0.30,30.42,0.050,0
22:00:05.951603,1867544,-0.64,0.0000,0.0000,1000,-0.26,-0.30,30.42,0.045,0
22:00:05.968543,1867564,-0.20,0.0000,0.0000,1000,0.35,-0.34,30.42,0.048,0
22:00:05.995739,1867584,-0.20,0.0000,0.0000,1000,0.35,-0.34,30.42,0.053,0
22:00:06.034244,1867624,-0.20,0.0000,0.0000,1000,0.35,-0.34,30.42,0.055,0
22:00:06.036597,1867644,-0.20,0.0000,0.0000,1000,0.35,-0.34,30.42,0.047,0
22:00:06.055980,1867664,-0.45,0.0000,0.0000,1000,0.36,-0.07,30.42,0.055,0
22:00:06.075890,1867684,-0.45,0.0000,0.0000,1000,0.36,-0.07,30.42,0.050,0
22:00:06.113116,1867704,-0.45,0.0000,0.0000,1000,0.36,-0.07,30.42,0.050,0
22:00:06.132002,1867724,-0.45,0.0000,0.0000,1000,0.36,-0.07,30.42,0.055,0
22:00:06.157539,1867744,-1.11,0.0000,0.0000,1000,0.36,0.02,30.42,0.033,0
22:00:06.197365,1867804,-1.11,0.0000,0.0000,1000,0.09,0.02,30.42,0.042,0
22:00:06.216499,1867824,-1.11,0.0000,0.0000,1000,0.09,0.02,30.42,0.056,0
22:00:06.275962,1867844,-0.68,0.0000,0.0000,1000,0.02,0.38,30.42,0.059,0
22:00:06.350800,1867924,-0.75,0.0000,0.0000,1000,0.02,0.38,30.42,0.053,0
22:00:06.355857,1867944,-0.75,0.0000,0.0000,1000,0.05,-0.12,30.42,0.042,0
22:00:06.356785,1867964,-0.75,0.0000,0.0000,1000,0.05,-0.12,30.42,0.055,0
22:00:06.376158,1867984,-0.75,0.0000,0.0000,1000,0.05,-0.12,30.42,0.047,0
