PC_Time,ESP_ms,Thrust_g,TorquePush_Nm,TorquePull_Nm,Throttle_PWM,Push_g,Pull_g,Volts,Amps,RPM
21:50:22.942734,1284525,0.75,0.0000,0.0000,1000,0.13,0.22,30.63,0.038,0
21:50:23.043281,1284645,-0.08,0.0000,0.0000,1000,-0.41,-0.06,30.63,0.042,0
21:50:23.057896,1284665,-0.08,0.0000,0.0000,1000,-0.41,-0.06,30.63,0.050,0
21:50:23.078521,1284685,-0.08,0.0000,0.0000,1000,-0.41,-0.06,30.63,0.053,0
21:50:23.129900,1284705,-0.08,0.0000,0.0000,1000,-0.41,-0.06,30.63,0.042,0
21:50:23.154128,1284725,-0.08,-0.0004,0.0000,1000,-0.61,-0.17,30.63,0.034,0
21:50:23.219177,1284825,-0.39,0.0000,0.0000,1000,-0.30,0.06,30.63,0.056,0
21:50:23.237862,1284845,-0.39,0.0000,0.0000,1000,-0.30,0.06,30.62,0.039,0
21:50:23.260877,1284865,-0.39,0.0000,0.0000,1000,-0.30,0.06,30.62,0.039,0
21:50:23.308624,1284885,-0.39,0.0000,0.0000,1000,-0.30,0.06,30.62,0.044,0
21:50:23.407348,1285005,-0.19,0.0000,0.0000,1000,0.28,-0.47,30.63,0.025,0
21:50:23.417875,1285025,-0.19,0.0000,0.0000,1000,0.28,-0.47,30.63,0.055,0
21:50:23.437812,1285045,-0.19,0.0000,0.0000,1000,0.28,-0.47,30.63,0.031,0
21:50:23.458116,1285065,-0.19,0.0000,0.0000,1000,0.28,-0.47,30.63,0.036,0
21:50:23.520419,1285085,0.42,0.0000,0.0000,1000,0.28,-0.25,30.63,0.047,0
21:50:23.583267,1285185,1.37,0.0000,0.0000,1000,0.09,0.00,30.63,0.047,0
21:50:23.617945,1285205,1.37,0.0000,0.0000,1000,0.09,0.00,30.63,0.042,0
21:50:23.619086,1285225,1.37,0.0000,0.0000,1000,0.09,0.00,30.62,0.053,0
21:50:23.638261,1285245,1.37,0.0000,0.0000,1000,0.09,0.00,30.63,0.048,0
21:50:23.680256,1285265,1.37,0.0000,0.0000,1000,0.09,0.00,30.63,0.052,0
21:50:23.713704,1285285,0.89,0.0000,0.0000,1000,0.30,0.01,30.63,0.038,0
21:50:23.751830,1285345,0.89,0.0000,0.0000,1000,0.30,0.01,30.63,0.039,0
21:50:23.758222,1285365,-0.08,0.0000,0.0000,1000,0.30,0.01,30.63,0.052,0
21:50:23.798618,1285385,-0.08,0.0000,0.0000,1000,0.16,0.30,30.63,0.038,0
21:50:23.799550,1285405,-0.08,0.0000,0.0000,1000,0.16,0.30,30.63,0.030,0
21:50:23.838867,1285425,-0.08,0.0000,0.0000,1000,0.16,0.30,30.63,0.030,0
21:50:23.889495,1285465,-0.53,0.0000,-0.0005,1000,0.16,0.88,30.63,0.061,0
21:50:23.920310,1285485,-0.53,0.0000,-0.0005,1000,-0.16,0.88,30.63,0.041,0
21:50:23.931677,1285525,-0.53,0.0000,-0.0005,1000,-0.16,0.88,30.62,0.034,0
21:50:23.958013,1285545,-0.20,0.0000,-0.0005,1000,-0.16,0.88,30.63,0.038,0
21:50:23.958971,1285565,-0.20,0.0000,-0.0004,1000,-0.25,0.68,30.63,0.055,0
21:50:23.978838,1285585,-0.20,0.0000,-0.0004,1000,-0.25,0.68,30.63,0.062,0
21:50:24.024627,1285605,-0.20,0.0000,-0.0004,1000,-0.25,0.68,30.63,0.041,0
21:50:24.103763,1285705,-0.20,0.0000,0.0000,1000,-0.04,-0.08,30.63,0.041,0
21:50:24.118150,1285725,-0.20,0.0000,0.0000,1000,-0.04,-0.08,30.63,0.053,0
21:50:24.137887,1285745,-0.52,0.0000,0.0000,1000,0.00,-0.35,30.63,0.042,0
21:50:24.158114,1285765,-0.52,0.0000,0.0000,1000,0.00,-0.35,30.63,0.050,0
21:50:24.203279,1285785,-0.52,0.0000,0.0000,1000,0.00,-0.35,30.63,0.044,0
21:50:24.226472,1285805,-0.52,0.0000,0.0000,1000,0.00,-0.35,30.63,0.048,0
21:50:24.255588,1285825,-0.66,0.0000,0.0000,1000,0.00,-0.35,30.62,0.033,0
21:50:24.284394,1285885,-0.66,0.0000,0.0000,1000,-0.29,-0.18,30.63,0.033,0
21:50:24.298265,1285905,-0.66,0.0000,0.0000,1000,-0.29,-0.18,30.63,0.061,0
21:50:24.318419,1285925,-0.45,0.0000,0.0000,1000,-0.29,-0.18,30.63,0.047,0
21:50:24.360448,1285945,-0.45,0.0000,0.0000,1000,-0.44,0.14,30.63,0.050,0
21:50:24.456574,1286045,0.46,0.0000,0.0000,1000,0.12,0.40,30.63,0.044,0
21:50:24.458162,1286065,0.46,0.0000,0.0000,1000,0.12,0.40,30.63,0.052,0
21:50:24.478128,1286085,0.46,0.0000,0.0000,1000,0.12,0.40,30.63,0.038,0
21:50:24.543638,1286105,0.19,0.0000,0.0000,1000,0.12,0.40,30.63,0.058,0
21:50:24.642112,1286245,0.04,0.0000,0.0000,1000,0.05,-0.22,30.63,0.052,0
21:50:24.658120,1286265,0.04,0.0000,0.0000,1000,0.05,-0.22,30.63,0.028,0
21:50:24.678336,1286285,0.28,0.0000,0.0000,1000,0.05,-0.22,30.63,0.045,0
21:50:24.740905,1286305,0.28,0.0000,0.0000,1000,0.01,-0.22,30.63,0.050,0
21:50:24.808127,1286405,0.07,0.0000,0.0000,1000,-0.09,-0.13,30.63,0.048,0
